stars,text,clean_text,sentences,lemm_sentences
3,"El lugar lindo, la piscina Delis, el servicio de restaurante muy lento.","el lugar lindo, la piscina delis, el servicio de restaurante muy lento.",['el lugar lindo la piscina delis el servicio de restaurante muy lento'],['el lugar lindo el piscina delis el servicio de restaurante mucho lento']
5,Exquisito menú del evento. Nos atendieron de maravilla.,exquisito menu del evento. nos atendieron de maravilla.,"['exquisito menu del evento', 'nos atendieron de maravilla']","['exquisito menu del evento', 'yo atender de maravilla']"
5,Me encantó Los niños se la pasan super!! Lindo lugar!,me encanto los ninios se la pasan super!! lindo lugar!,"['me encanto los ninios se la pasan super', 'lindo lugar']","['yo encantar el ninio él él pasar super', 'lindo lugar']"
5,Un buen lugar para distraerse salir de la rutina sin salir de la capital,un buen lugar para distraerse salir de la rutina sin salir de la capital,['un buen lugar para distraerse salir de la rutina sin salir de la capital'],['uno buen lugar para distraer él salir de el rutina sin salir de el capital']
5,Un lugar amplio y con muchas áreas verdes para realizar diferente actividades,un lugar amplio y con muchas areas verdes para realizar diferente actividades,['un lugar amplio y con muchas areas verdes para realizar diferente actividades'],['uno lugar amplio y con mucho area verde para realizar diferente actividad']
5,Lugar muy bonito y todos muy amables,lugar muy bonito y todos muy amables,['lugar muy bonito y todos muy amables'],['lugar mucho bonito y todo mucho amable']
5,Que bonito lugar para eventos y la comida riquisima,que bonito lugar para eventos y la comida riquisima,['que bonito lugar para eventos y la comida riquisima'],['que bonito lugar para evento y el comida riquisimo']
4,"Bien para celebrar eventos, principalmente el área de bar que queda cerca de la piscina.","bien para celebrar eventos, principalmente el area de bar que queda cerca de la piscina.",['bien para celebrar eventos principalmente el area de bar que queda cerca de la piscina'],['bien para celebrar evento principalmente el area de bar que quedar cerca de el piscina']
4,"Felicito a la seguridad del lugar, muy amables y profesionales!!!","felicito a la seguridad del lugar, muy amables y profesionales!!!",['felicito a la seguridad del lugar muy amables y profesionales'],['felicito a el seguridad del lugar mucho amable y profesional']
5,Muy buen lugar adecuado para compartir y disfrutar,muy buen lugar adecuado para compartir y disfrutar,['muy buen lugar adecuado para compartir y disfrutar'],['mucho buen lugar adecuado para compartir y disfrutar']
5,"Muy bonito, familiar y divertido. Nos gusta ir.","muy bonito, familiar y divertido. nos gusta ir.","['muy bonito familiar y divertido', 'nos gusta ir']","['mucho bonito familiar y divertido', 'yo gustar ir']"
5,Me gusta por el ambiente y la atencion en el lugar,me gusta por el ambiente y la atencion en el lugar,['me gusta por el ambiente y la atencion en el lugar'],['yo gustar por el ambiente y el atencion en el lugar']
5,"Un lugar, muy super, sus espacios comodos, sus servicios, calidad, felicitaciones","un lugar, muy super, sus espacios comodos, sus servicios, calidad, felicitaciones",['un lugar muy super sus espacios comodos sus servicios calidad felicitaciones'],['uno lugar mucho super su espacio comodo su servicio calidad felicitación']
4,"Ubicación clave, pero poco accesible y alto costo.","ubicacion clave, pero poco accesible y alto costo.",['ubicacion clave pero poco accesible y alto costo'],['ubicacion clave pero poco accesible y alto costo']
5,Un lugar muy acogedor y ricos desayunos.,un lugar muy acogedor y ricos desayunos.,['un lugar muy acogedor y ricos desayunos'],['uno lugar mucho acogedor y rico desayuno']
3,tiene bonito campo de fútbol muy accesible por la calsada rooosvelt,tiene bonito campo de futbol muy accesible por la calsada rooosvelt,['tiene bonito campo de futbol muy accesible por la calsada rooosvelt'],['tener bonito campo de futbol mucho accesible por el calsada rooosvelt']
4,Excelentes instalaciones. Buen servicio si no hay mucha gente.,excelentes instalaciones. buen servicio si no hay mucha gente.,"['excelentes instalaciones', 'buen servicio si no hay mucha gente']","['excelente instalación', 'buen servicio si no haber mucho gente']"
5,"Un lugar bonito para hacer actividades al aire libre y salones de eventos, así también restaurantes.","un lugar bonito para hacer actividades al aire libre y salones de eventos, asi tambien restaurantes.",['un lugar bonito para hacer actividades al aire libre y salones de eventos asi tambien restaurantes'],['uno lugar bonito para hacer actividad al aire libre y salón de evento asi tambien restaurante']
5,Un buen lugar para organizar fiestas y reuniones sociales. Un club del que se puede gozar de varios privilegios.,un buen lugar para organizar fiestas y reuniones sociales. un club del que se puede gozar de varios privilegios.,"['un buen lugar para organizar fiestas y reuniones sociales', 'un club del que se puede gozar de varios privilegios']","['uno buen lugar para organizar fiesta y reunión social', 'uno club del que él poder gozar de varios privilegio']"
3,Excelente la comida y amplio parqueo ideal para fiestas y convivios,excelente la comida y amplio parqueo ideal para fiestas y convivios,['excelente la comida y amplio parqueo ideal para fiestas y convivios'],['excelente el comida y amplio parqueo ideal para fiesta y convivio']
5,Buenos desayunos y buena atención,buenos desayunos y buena atencion,['buenos desayunos y buena atencion'],['buen desayuno y buen atencion']
4,"Excelente servicio, suficiente parqueo!","excelente servicio, suficiente parqueo!",['excelente servicio suficiente parqueo'],['excelente servicio suficiente parqueo']
5,"Buen servicio, buena comida y bebida, buenas instalaciones, amplio parqueo","buen servicio, buena comida y bebida, buenas instalaciones, amplio parqueo",['buen servicio buena comida y bebida buenas instalaciones amplio parqueo'],['buen servicio buen comida y bebida buena instalación amplio parqueo']
5,Muy buen servicio y la comida muy buena,muy buen servicio y la comida muy buena,['muy buen servicio y la comida muy buena'],['mucho buen servicio y el comida mucho buen']
4,"Buen lugar para comer, aunque poca variedad de platos","buen lugar para comer, aunque poca variedad de platos",['buen lugar para comer aunque poca variedad de platos'],['buen lugar para comer aunque poco variedad de plato']
5,Felicitaciones por tan buen servicio y excelente comida,felicitaciones por tan buen servicio y excelente comida,['felicitaciones por tan buen servicio y excelente comida'],['felicitación por tanto buen servicio y excelente comida']
5,Comida deliciosas . Y muy buenas promociones visítenlos,comida deliciosas . y muy buenas promociones visitenlos,"['comida deliciosas', 'y muy buenas promociones visitenlos']","['comida deliciosa', 'y mucho buena promoción visitenlo']"
5,Buena comida y un ambiente familiar agradable,buena comida y un ambiente familiar agradable,['buena comida y un ambiente familiar agradable'],['buen comida y uno ambiente familiar agradable']
4,Malísimo que el toldo para salir del parqueo esté donde NO se necesita Me mojé toda para meter el ticket y poder salir!!!,malisimo que el toldo para salir del parqueo este donde no se necesita me moje toda para meter el ticket y poder salir!!!,['malisimo que el toldo para salir del parqueo este donde no se necesita me moje toda para meter el ticket y poder salir'],['malisimo que el toldo para salir del parqueo este donde no él necesitar yo moje todo para meter el ticket y poder salir']
5,"Buena comida, española, probé una paella, buen sabor, la recomiendo","buena comida, espaniola, probe una paella, buen sabor, la recomiendo",['buena comida espaniola probe una paella buen sabor la recomiendo'],['buen comida espaniola probar uno paella buen sabor el recomeir']
1,Sabor de la comida muy malo y atención igual,sabor de la comida muy malo y atencion igual,['sabor de la comida muy malo y atencion igual'],['sabor de el comida mucho malo y atencion igual']
4,"Comida excelente, el servicio podría ser más rápido.","comida excelente, el servicio podria ser mas rapido.",['comida excelente el servicio podria ser mas rapido'],['comida excelente el servicio podrio ser mas rapir']
5,"Lindo lugar, el personal súper amables y atentos","lindo lugar, el personal super amables y atentos",['lindo lugar el personal super amables y atentos'],['lindo lugar el personal super amable y atento']
5,"Buen lugar, familiar, comida sabrosa y música en vivo, alegrisimo.","buen lugar, familiar, comida sabrosa y musica en vivo, alegrisimo.",['buen lugar familiar comida sabrosa y musica en vivo alegrisimo'],['buen lugar familiar comida sabroso y musico en vivo alegrisimo']
5,"Comida y atención excelente, los callos y churros super recomendable","comida y atencion excelente, los callos y churros super recomendable",['comida y atencion excelente los callos y churros super recomendable'],['comida y atencion excelente el callo y churro super recomendable']
5,"Lindo lugar para hacer eventos, la comida deliciosa.","lindo lugar para hacer eventos, la comida deliciosa.",['lindo lugar para hacer eventos la comida deliciosa'],['lindar lugar para hacer evento el comida deliciós']
1,Ofrecieron transmitir el clásico y solo hubo una televisión pequeña y en streeming,ofrecieron transmitir el clasico y solo hubo una television pequenia y en streeming,['ofrecieron transmitir el clasico y solo hubo una television pequenia y en streeming'],['ofrecer transmitir el clasico y solo haber uno television pequenia y en streeming']
5,Es buen lugar para saborear un buen platillo de comida.,es buen lugar para saborear un buen platillo de comida.,['es buen lugar para saborear un buen platillo de comida'],['ser buen lugar para saborear uno buen platillo de comida']
4,Me gustó lo amplio y todas sus instalaciones. El servicio.,me gusto lo amplio y todas sus instalaciones. el servicio.,"['me gusto lo amplio y todas sus instalaciones', 'el servicio']","['yo gusto él amplio y todo su instalación', 'el servicio']"
5,Excelente lugar para escuchar musica y comer rico!!,excelente lugar para escuchar musica y comer rico!!,['excelente lugar para escuchar musica y comer rico'],['excelente lugar para escuchar musico y comer rico']
4,"Tuvimos una reunión del trabajo y el volumen del sonido era muy alto, casi no podíamos escucharnos entre nosotros Servicio Consumo en el lugar Tipo de comida Desayuno Comida: 3 Servicio: 4 Ambiente: 3","tuvimos una reunion del trabajo y el volumen del sonido era muy alto, casi no podiamos escucharnos entre nosotros servicio consumo en el lugar tipo de comida desayuno comida: 3 servicio: 4 ambiente: 3",['tuvimos una reunion del trabajo y el volumen del sonido era muy alto casi no podiamos escucharnos entre nosotros servicio consumo en el lugar tipo de comida desayuno comida 3 servicio 4 ambiente 3'],['tener uno reunion del trabajo y el volumen del sonido ser mucho alto casi no podiar escucharno entre yo servicio consumo en el lugar tipo de comida desayuno comida servicio ambiente']
3,El servicio contratado de cateting muy bueno pero las instalaciones no hay mucho que agregar,el servicio contratado de cateting muy bueno pero las instalaciones no hay mucho que agregar,['el servicio contratado de cateting muy bueno pero las instalaciones no hay mucho que agregar'],['el servicio contratado de cateting mucho bueno pero el instalación no haber mucho que agregar']
5,"Agradable lugar, buena atenciones, área independiente de Socios y no Socios. Recomiendo el Pimentón.","agradable lugar, buena atenciones, area independiente de socios y no socios. recomiendo el pimenton.","['agradable lugar buena atenciones area independiente de socios y no socios', 'recomiendo el pimenton']","['agradable lugar buen atención areo independiente de socio y no socio', 'recomeir el pimenton']"
5,"Relajado, ideal para ejercitarse o tener una buena comida con la familia","relajado, ideal para ejercitarse o tener una buena comida con la familia",['relajado ideal para ejercitarse o tener una buena comida con la familia'],['relajado ideal para ejercitar él o tener uno buen comida con el familia']
5,Cierran muy temprano...pero excelente lugar y música.,cierran muy temprano...pero excelente lugar y musica.,"['cierran muy temprano', 'pero excelente lugar y musica']","['cerrar mucho temprano', 'pero excelente lugar y musico']"
5,Es un lugar mas tranquilo. El restaurante es pa todo publico,es un lugar mas tranquilo. el restaurante es pa todo publico,"['es un lugar mas tranquilo', 'el restaurante es pa todo publico']","['ser uno lugar mas tranquilo', 'el restaurante ser pa todo publico']"
4,Buen ambiente precios razonables lugar limpio,buen ambiente precios razonables lugar limpio,['buen ambiente precios razonables lugar limpio'],['buen ambiente precio razonable lugar limpio']
5,fui a almorzar al pimienton excelente servicio y comida,fui a almorzar al pimienton excelente servicio y comida,['fui a almorzar al pimienton excelente servicio y comida'],['ir a almorzar al pimienton excelente servicio y comida']
5,Lugar accesible com buen parque restaurante muy bueno,lugar accesible com buen parque restaurante muy bueno,['lugar accesible com buen parque restaurante muy bueno'],['lugar accesible com buen parque restaurante mucho bueno']
5,Excelente comida y de menor costo que en otros lados de comida española.,excelente comida y de menor costo que en otros lados de comida espaniola.,['excelente comida y de menor costo que en otros lados de comida espaniola'],['excelente comida y de menor costo que en otro lado de comida espaniolo']
5,Buen lugar para pasarle en familia y realizar tus fiestas familiares,buen lugar para pasarle en familia y realizar tus fiestas familiares,['buen lugar para pasarle en familia y realizar tus fiestas familiares'],['buen lugar para pasar él en familia y realizar tu fiesta familiar']
3,Buena comida pero el servicio es muy tardado.,buena comida pero el servicio es muy tardado.,['buena comida pero el servicio es muy tardado'],['buen comida pero el servicio ser mucho tardado']
4,Buen lugar para pasar el rato y comer buena comida española.,buen lugar para pasar el rato y comer buena comida espaniola.,['buen lugar para pasar el rato y comer buena comida espaniola'],['buen lugar para pasar el rato y comer buen comida espaniolo']
5,Lindo lugar para festejar cualquier evento.,lindo lugar para festejar cualquier evento.,['lindo lugar para festejar cualquier evento'],['lindar lugar para festejar cualquiera evento']
3,"Muy buena atención, excelente comida...","muy buena atencion, excelente comida...",['muy buena atencion excelente comida'],['mucho buen atencion excelente comida']
4,"Amplio, bonito para actividades, unicamente cuesta mucho llegar por la calz. Roosevelt","amplio, bonito para actividades, unicamente cuesta mucho llegar por la calz. roosevelt","['amplio bonito para actividades unicamente cuesta mucho llegar por la calz', 'roosevelt']","['amplio bonito para actividad unicamente costar mucho llegar por el calz', 'roosevelt']"
2,El desayuno estaba feo y frío! Muy mala experiencia,el desayuno estaba feo y frio! muy mala experiencia,"['el desayuno estaba feo y frio', 'muy mala experiencia']","['el desayuno estar feo y frio', 'mucho malo experiencia']"
4,"Muy bueno, un ambiente muy agradable.","muy bueno, un ambiente muy agradable.",['muy bueno un ambiente muy agradable'],['mucho bueno uno ambiente mucho agradable']
5,"Sigue siendo tan distinguido, limpio, buen servicio","sigue siendo tan distinguido, limpio, buen servicio",['sigue siendo tan distinguido limpio buen servicio'],['seguir ser tanto distinguido limpio buen servicio']
5,Muy rico y precios accesibles,muy rico y precios accesibles,['muy rico y precios accesibles'],['mucho rico y precio accesibl']
5,Siempre un buen lugar para compartir con amogos y familia.,siempre un buen lugar para compartir con amogos y familia.,['siempre un buen lugar para compartir con amogos y familia'],['siempre uno buen lugar para compartir con amogo y familia']
5,Me sorprendió lo bonita y actualizada que está el área de piscinas.,me sorprendio lo bonita y actualizada que esta el area de piscinas.,['me sorprendio lo bonita y actualizada que esta el area de piscinas'],['yo sorprender él bonito y actualizado que este el area de piscina']
4,Excelente ambiente. Muy agradable,excelente ambiente. muy agradable,"['excelente ambiente', 'muy agradable']","['excelente ambiente', 'mucho agradable']"
5,Exquisita comida. Atención también excelente!!,exquisita comida. atencion tambien excelente!!,"['exquisita comida', 'atencion tambien excelente']","['exquisito comida', 'atencion tambien excelente']"
4,Siempre un lugar especial para visitar con la familia o amigos. Se accede únicamente con carnet de socio.,siempre un lugar especial para visitar con la familia o amigos. se accede unicamente con carnet de socio.,"['siempre un lugar especial para visitar con la familia o amigos', 'se accede unicamente con carnet de socio']","['siempre uno lugar especial para visitar con el familia o amigo', 'él acceder unicamente con carnet de socio']"
3,"Amplio salon de fiesta, lindo balcon, baños aceptables. Comida con camarones nada delicioso 😵…","amplio salon de fiesta, lindo balcon, banios aceptables. comida con camarones nada delicioso 😵…","['amplio salon de fiesta lindo balcon banios aceptables', 'comida con camarones nada delicioso ']","['amplio salon de fiesta lindo balcon banio aceptable', 'comida con camarón nada delicioso']"
5,"Agradable, espacio para parqueo...grande.","agradable, espacio para parqueo...grande.","['agradable espacio para parqueo', 'grande']","['agradable espacio para parqueo', 'grande']"
5,Muy bonito pisinas juegos p. Los chicos musica parqueos rica comida,muy bonito pisinas juegos p. los chicos musica parqueos rica comida,"['muy bonito pisinas juegos p', 'los chicos musica parqueos rica comida']","['mucho bonito pisina juego p', 'el chico musico parqueo rico comida']"
5,"Deliciosa la paella valenciana, buen ambiente y buenos precios.","deliciosa la paella valenciana, buen ambiente y buenos precios.",['deliciosa la paella valenciana buen ambiente y buenos precios'],['deliciós el paella valenciano buen ambiente y buen precio']
5,Excelente servicio y buena comida,excelente servicio y buena comida,['excelente servicio y buena comida'],['excelente servicio y buen comida']
4,"Muy bonito el lugar, lastima que cobren el parqueo 😅…","muy bonito el lugar, lastima que cobren el parqueo 😅…",['muy bonito el lugar lastima que cobren el parqueo '],['mucho bonito el lugar lastimo que cobrir el parqueo']
5,Ambiente agradable y la comida del Club buenísima,ambiente agradable y la comida del club buenisima,['ambiente agradable y la comida del club buenisima'],['ambiente agradable y el comida del club buenisima']
2,Mi hija se intoxico con unos calamares . Tengan cuidado con los alimentos q venden,mi hija se intoxico con unos calamares . tengan cuidado con los alimentos q venden,"['mi hija se intoxico con unos calamares', 'tengan cuidado con los alimentos q venden']","['mi hija él intoxico con uno calamar', 'tener cuidado con el alimento q vender']"
5,"Buenísimo, me encanta ese restaurante","buenisimo, me encanta ese restaurante",['buenisimo me encanta ese restaurante'],['buenisimo yo encantar ese restaurante']
4,Fue un evento....muy buena atención y servicio....,fue un evento....muy buena atencion y servicio....,"['fue un evento', 'muy buena atencion y servicio']","['ser uno evento', 'mucho buen atencion y servicio']"
5,Exquisito restaurante y el personal es muy amable,exquisito restaurante y el personal es muy amable,['exquisito restaurante y el personal es muy amable'],['exquisito restaurante y el personal ser mucho amable']
5,Me encanta!! Excelente servicio y comida,me encanta!! excelente servicio y comida,"['me encanta', 'excelente servicio y comida']","['yo encantar', 'excelente servicio y comida']"
5,"Un ambiente agradable, seguro y la comida exquisita","un ambiente agradable, seguro y la comida exquisita",['un ambiente agradable seguro y la comida exquisita'],['uno ambiente agradable seguro y el comida exquisito']
5,Excelentes medidas de prevención del Covid para mantener bien a los empleados y a los asociados.,excelentes medidas de prevencion del covid para mantener bien a los empleados y a los asociados.,['excelentes medidas de prevencion del covid para mantener bien a los empleados y a los asociados'],['excelente medida de prevencion del covid para mantener bien a el empleado y a el asociado']
4,"Muy limpio, buena atención","muy limpio, buena atencion",['muy limpio buena atencion'],['mucho limpio buen atencion']
2,Hace falta aire acondicionado en el salón de eventos grande.,hace falta aire acondicionado en el salon de eventos grande.,['hace falta aire acondicionado en el salon de eventos grande'],['hacer falta aire acondicionado en el salon de evento grande']
5,Deliciosa comida y limpieza del lugar super,deliciosa comida y limpieza del lugar super,['deliciosa comida y limpieza del lugar super'],['deliciós comida y limpieza del lugar super']
5,"Excelente atención, muy buen Servicio!!!...","excelente atencion, muy buen servicio!!!...",['excelente atencion muy buen servicio'],['excelente atencion mucho buen servicio']
3,La ubicación está incorrecta en Waze. Ya que se nombran Club Español pero con ese nombre la ubicación está mal. Deben corregir eso.,la ubicacion esta incorrecta en waze. ya que se nombran club espaniol pero con ese nombre la ubicacion esta mal. deben corregir eso.,"['la ubicacion esta incorrecta en waze', 'ya que se nombran club espaniol pero con ese nombre la ubicacion esta mal', 'deben corregir eso']","['el ubicacion este incorrecta en waze', 'ya que él nombran club espaniol pero con ese nombre el ubicacion este mal', 'deber corregir ese']"
5,Excelente atención,excelente atencion,['excelente atencion'],['excelente atencion']
5,La pasamos super y el servicio fue muy bueno!,la pasamos super y el servicio fue muy bueno!,['la pasamos super y el servicio fue muy bueno'],['él pasar super y el servicio ser mucho bueno']
4,"Agradable, hay parqueo suficiente, comida rica","agradable, hay parqueo suficiente, comida rica",['agradable hay parqueo suficiente comida rica'],['agradable haber parqueo suficiente comida rico']
5,Un lugar especial para celebrar y pasarla bien en familia o con amigos,un lugar especial para celebrar y pasarla bien en familia o con amigos,['un lugar especial para celebrar y pasarla bien en familia o con amigos'],['uno lugar especial para celebrar y pasar él bien en familia o con amigo']
1,Lamento tanto que nos digan que es seguro y confiable y las pertenencias se las roben,lamento tanto que nos digan que es seguro y confiable y las pertenencias se las roben,['lamento tanto que nos digan que es seguro y confiable y las pertenencias se las roben'],['lamento tanto que yo decir que ser seguro y confiable y el pertenencia él él robir']
5,"Me encanta El Pimenton por su comida, el servicio, parqueo seguro.","me encanta el pimenton por su comida, el servicio, parqueo seguro.",['me encanta el pimenton por su comida el servicio parqueo seguro'],['yo encantar el pimenton por su comida el servicio parqueo seguro']
3,Excelente lugar para todo tipo de reuniones,excelente lugar para todo tipo de reuniones,['excelente lugar para todo tipo de reuniones'],['excelente lugar para todo tipo de reunión']
5,"Visite las canchas, muy buen estado. Exceso de caucho","visite las canchas, muy buen estado. exceso de caucho","['visite las canchas muy buen estado', 'exceso de caucho']","['visitar el cancha mucho buen estado', 'exceso de caucho']"
4,"Buen servicio, rico sabor.","buen servicio, rico sabor.",['buen servicio rico sabor'],['buen servicio rico sabor']
5,"Muy bonito, bastante grande y bien ciudado","muy bonito, bastante grande y bien ciudado",['muy bonito bastante grande y bien ciudado'],['mucho bonito bastante grande y bien ciudado']
5,Magnífico lugar para reunirnos y hablar de. Negocios,magnifico lugar para reunirnos y hablar de. negocios,"['magnifico lugar para reunirnos y hablar de', 'negocios']","['magnifico lugar para reunirno y hablar de', 'negocio']"
4,"Muy bonito lugar, recomendable!","muy bonito lugar, recomendable!",['muy bonito lugar recomendable'],['mucho bonito lugar recomendable']
5,"Lugar muy amplio, ambiente seguro","lugar muy amplio, ambiente seguro",['lugar muy amplio ambiente seguro'],['lugar mucho amplio ambiente seguro']
5,El servicio Excelente y la Comida exquisita.,el servicio excelente y la comida exquisita.,['el servicio excelente y la comida exquisita'],['el servicio excelente y el comida exquisito']
2,"Fui a almorzar, no me gustó y el precio es caro a mi parecer","fui a almorzar, no me gusto y el precio es caro a mi parecer",['fui a almorzar no me gusto y el precio es caro a mi parecer'],['ir a almorzar no yo gustar y el precio ser caro a mi parecer']
5,Excelente servicio en domingo desayuno buffet,excelente servicio en domingo desayuno buffet,['excelente servicio en domingo desayuno buffet'],['excelente servicio en domingo desayuno buffet']
5,"Muy comodo, con buenas areas recreativas, muy bonito todo, comodo","muy comodo, con buenas areas recreativas, muy bonito todo, comodo",['muy comodo con buenas areas recreativas muy bonito todo comodo'],['mucho comodo con buena area recreativa mucho bonito todo comodo']
5,"Buen servicio, la comida podría mejorar","buen servicio, la comida podria mejorar",['buen servicio la comida podria mejorar'],['buen servicio el comida podrio mejorar']
5,Muy bonito lugar y amplio parqueo,muy bonito lugar y amplio parqueo,['muy bonito lugar y amplio parqueo'],['mucho bonito lugar y amplio parqueo']
5,Excelente comida en el restaurante y buena música!!,excelente comida en el restaurante y buena musica!!,['excelente comida en el restaurante y buena musica'],['excelente comida en el restaurante y buen musico']
5,El parqueo es amplio y el personal muy amable.,el parqueo es amplio y el personal muy amable.,['el parqueo es amplio y el personal muy amable'],['el parqueo ser amplio y el personal mucho amable']
4,Excelente para reuniones sociales y deportivas,excelente para reuniones sociales y deportivas,['excelente para reuniones sociales y deportivas'],['excelente para reunión social y deportivo']
5,Un lugar muy agradable para recibir capacitaciones,un lugar muy agradable para recibir capacitaciones,['un lugar muy agradable para recibir capacitaciones'],['uno lugar mucho agradable para recibir capacitación']
5,Excelente lugar para pasar buenos momentos.,excelente lugar para pasar buenos momentos.,['excelente lugar para pasar buenos momentos'],['excelente lugar para pasar buen momento']
2,"Como socio no encuentro la diferencia ni la ventaja de pagar una mensualidad, resulta que no me hicieron el descuento que corresponde...","como socio no encuentro la diferencia ni la ventaja de pagar una mensualidad, resulta que no me hicieron el descuento que corresponde...",['como socio no encuentro la diferencia ni la ventaja de pagar una mensualidad resulta que no me hicieron el descuento que corresponde'],['como socio no encontrar el diferencia ni el ventaja de pagar uno mensualidad resultar que no yo hacer el descuento que corresponder']
4,Lugar exclusivo para socios. Muy confortable,lugar exclusivo para socios. muy confortable,"['lugar exclusivo para socios', 'muy confortable']","['lugar exclusivo para socio', 'mucho confortable']"
4,Excelentes comida y amabilidad del personal. Siempre atentos,excelentes comida y amabilidad del personal. siempre atentos,"['excelentes comida y amabilidad del personal', 'siempre atentos']","['excelente comida y amabilidad del personal', 'siempre atento']"
5,"Parque a buen precio, bonitas áreas para eventos","parque a buen precio, bonitas areas para eventos",['parque a buen precio bonitas areas para eventos'],['parque a buen precio bonitas area para evento']
5,Perfecto para celebrar tu evento,perfecto para celebrar tu evento,['perfecto para celebrar tu evento'],['perfecto para celebrar tu evento']
4,Muy bueno. Agradable ambiente,muy bueno. agradable ambiente,"['muy bueno', 'agradable ambiente']","['mucho bueno', 'agradable ambiente']"
5,Lugar comodo y amplio para reuniones.,lugar comodo y amplio para reuniones.,['lugar comodo y amplio para reuniones'],['lugar comodo y amplio para reunión']
4,"Muy buena , un lugar muy bonito","muy buena , un lugar muy bonito",['muy buena  un lugar muy bonito'],['mucho buen uno lugar mucho bonito']
5,Muy buena comida y atencion.,muy buena comida y atencion.,['muy buena comida y atencion'],['mucho buen comida y atencion']
5,"Excelente atención, personalizada y muy agradable","excelente atencion, personalizada y muy agradable",['excelente atencion personalizada y muy agradable'],['excelente atencion personalizado y mucho agradable']
5,Excelente lugar con muy buen servicio y atención al cliente,excelente lugar con muy buen servicio y atencion al cliente,['excelente lugar con muy buen servicio y atencion al cliente'],['excelente lugar con mucho buen servicio y atencion al cliente']
5,Excelente ambiente.... Y Rico Servicio Consumo en el lugar Tipo de comida Brunch,excelente ambiente.... y rico servicio consumo en el lugar tipo de comida brunch,"['excelente ambiente', 'y rico servicio consumo en el lugar tipo de comida brunch']","['excelente ambiente', 'y rico servicio consumo en el lugar tipo de comida brunch']"
4,En centro española la pasamos muy bien y comemos rico,en centro espaniola la pasamos muy bien y comemos rico,['en centro espaniola la pasamos muy bien y comemos rico'],['en centro espaniola él pasar mucho bien y comer rico']
4,Muy buen buffet de desayuno dominical.,muy buen buffet de desayuno dominical.,['muy buen buffet de desayuno dominical'],['mucho buen buffet de desayuno dominical']
5,Es bastante tranquilo y tienen buen servicio,es bastante tranquilo y tienen buen servicio,['es bastante tranquilo y tienen buen servicio'],['ser bastante tranquilo y tener buen servicio']
5,"Lindo lugar, excelente en todo","lindo lugar, excelente en todo",['lindo lugar excelente en todo'],['lindar lugar excelente en todo']
5,Muy buena y agradable!! Muy buen servicio!!,muy buena y agradable!! muy buen servicio!!,"['muy buena y agradable', 'muy buen servicio']","['mucho buen y agradable', 'mucho buen servicio']"
5,"Lugar seguro, familiar y muy limpio.","lugar seguro, familiar y muy limpio.",['lugar seguro familiar y muy limpio'],['lugar seguro familiar y mucho limpio']
3,Es un lugar cómodo para disfrutar en familia y amigos,es un lugar comodo para disfrutar en familia y amigos,['es un lugar comodo para disfrutar en familia y amigos'],['ser uno lugar comodo para disfrutar en familia y amigo']
5,Buen parqueo.tiene pisina y comida deliciosa,buen parqueo.tiene pisina y comida deliciosa,"['buen parqueo', 'tiene pisina y comida deliciosa']","['buen parqueo', 'tener pisina y comida deliciós']"
5,Delicioso,delicioso,['delicioso'],['delicioso']
5,"Bonito club. Piscinas , canchas juegos comida, salones","bonito club. piscinas , canchas juegos comida, salones","['bonito club', 'piscinas  canchas juegos comida salones']","['bonito club', 'piscina cancha juegos comida salón']"
5,Muy bueno para descansar un poco,muy bueno para descansar un poco,['muy bueno para descansar un poco'],['mucho bueno para descansar uno poco']
4,"Todo bien, menos el café, hagan un café bueno y uno ralo","todo bien, menos el cafe, hagan un cafe bueno y uno ralo",['todo bien menos el cafe hagan un cafe bueno y uno ralo'],['todo bien menos el cafe hacer uno cafe bueno y uno ralo']
5,Buen ambiente familiar,buen ambiente familiar,['buen ambiente familiar'],['buen ambiente familiar']
4,Tranquilo con buena comida y respetan protocolo,tranquilo con buena comida y respetan protocolo,['tranquilo con buena comida y respetan protocolo'],['tranquilo con buen comida y respetar protocolo']
5,Excelente servicio e instalaciones,excelente servicio e instalaciones,['excelente servicio e instalaciones'],['excelente servicio e instalación']
4,Rica la comida pero tardados en servir,rica la comida pero tardados en servir,['rica la comida pero tardados en servir'],['rico el comida pero tardado en servir']
5,TODO MUY ORDENADO Y LIMPIO....,todo muy ordenado y limpio....,['todo muy ordenado y limpio'],['todo mucho ordenado y limpio']
5,"Bueno lugar, los desayunos son buenos","bueno lugar, los desayunos son buenos",['bueno lugar los desayunos son buenos'],['bueno lugar el desayuno ser buen']
4,Exelente lugar familiar y recreación,exelente lugar familiar y recreacion,['exelente lugar familiar y recreacion'],['exelente lugar familiar y recreacion']
4,"Buen lugar para comer, hacer ejercicio y relajarse...","buen lugar para comer, hacer ejercicio y relajarse...",['buen lugar para comer hacer ejercicio y relajarse'],['buen lugar para comer hacer ejercicio y relajar él']
5,"Es un lugar tranquilo, fresco y seguro ☺","es un lugar tranquilo, fresco y seguro ☺",['es un lugar tranquilo fresco y seguro '],['ser uno lugar tranquilo fresco y seguro']
4,"Genial, muy lindas instalaciones.","genial, muy lindas instalaciones.",['genial muy lindas instalaciones'],['genial mucho lindo instalación']
