stars,text,clean_text,sentences,lemm_sentences
3,Mi calificación se debe a la distancia y tráfico que se tiene que hacer para llegar.,mi calificacion se debe a la distancia y trafico que se tiene que hacer para llegar.,['mi calificacion se debe a la distancia y trafico que se tiene que hacer para llegar'],['mi calificacion él deber a el distancia y trafico que él tener que hacer para llegar']
5,Excelente lugar para disfrutar de la naturaleza muy cerca de la ciudad,excelente lugar para disfrutar de la naturaleza muy cerca de la ciudad,['excelente lugar para disfrutar de la naturaleza muy cerca de la ciudad'],['excelente lugar para disfrutar de el naturaleza mucho cerca de el ciudad']
5,"Es un lugar especial para cualquier tipo de eventos, grande con mucho bosque, espacios para piñatas, canchas deportivas, casa club, me encantó súper recomendado","es un lugar especial para cualquier tipo de eventos, grande con mucho bosque, espacios para piniatas, canchas deportivas, casa club, me encanto super recomendado",['es un lugar especial para cualquier tipo de eventos grande con mucho bosque espacios para piniatas canchas deportivas casa club me encanto super recomendado'],['ser uno lugar especial para cualquiera tipo de evento grande con mucho bosque espacio para piniata cancha deportivo casa club yo encantar super recomendado']
5,"Hermoso, un lugar para salir de la rutina y conectar con la naturaleza","hermoso, un lugar para salir de la rutina y conectar con la naturaleza",['hermoso un lugar para salir de la rutina y conectar con la naturaleza'],['hermoso uno lugar para salir de el rutina y conectar con el naturaleza']
5,Es un lugar muy hermoso y exclusivo. Tiene seguridad Y también es muy limpio se los recomiendo,es un lugar muy hermoso y exclusivo. tiene seguridad y tambien es muy limpio se los recomiendo,"['es un lugar muy hermoso y exclusivo', 'tiene seguridad y tambien es muy limpio se los recomiendo']","['ser uno lugar mucho hermoso y exclusivo', 'tener seguridad y tambien ser mucho limpio él él recomeir']"
5,"Buen lugar para compartir con amigos y familia, comida muy deliciosa y buen precio, amplio parqueo","buen lugar para compartir con amigos y familia, comida muy deliciosa y buen precio, amplio parqueo",['buen lugar para compartir con amigos y familia comida muy deliciosa y buen precio amplio parqueo'],['buen lugar para compartir con amigo y familia comido mucho deliciós y buen precio amplio parqueo']
5,Es un bello lugar q me trae lindos recuerdos de la niñez,es un bello lugar q me trae lindos recuerdos de la niniez,['es un bello lugar q me trae lindos recuerdos de la niniez'],['ser uno bello lugar q yo traer lindo recuerdo de el niniez']
4,"Para lo caro que es una membresía, deja mucho que desear. Los ranchos están viejos y ni luz tienen. Los módulos de baños están oxidados y se ve que no los han remodelado desde hace como 10 años. El área de piscina está relativamente bien al igual que el restaurante. Se debe reservar los ranchos o cabañas con anticipación.","para lo caro que es una membresia, deja mucho que desear. los ranchos estan viejos y ni luz tienen. los modulos de banios estan oxidados y se ve que no los han remodelado desde hace como 10 anios. el area de piscina esta relativamente bien al igual que el restaurante. se debe reservar los ranchos o cabanias con anticipacion.","['para lo caro que es una membresia deja mucho que desear', 'los ranchos estan viejos y ni luz tienen', 'los modulos de banios estan oxidados y se ve que no los han remodelado desde hace como 10 anios', 'el area de piscina esta relativamente bien al igual que el restaurante', 'se debe reservar los ranchos o cabanias con anticipacion']","['para él caro que ser uno membresia dejar mucho que desear', 'el rancho estar viejo y ni luz tener', 'el modulo de banio estar oxidado y él ver que no él haber remodelar desde hacer como anio', 'el area de piscina este relativamente bien al igual que el restaurante', 'él deber reservar el rancho o cabania con anticipacion']"
5,Lugar para pasar con amigos y familia ❤️,lugar para pasar con amigos y familia ❤️,['lugar para pasar con amigos y familia '],['lugar para pasar con amigo y familia']
5,"Es muy hermoso el lugar las piscinas son muy limpias y con respecto al bosque muy hermoso es muy estasioso el lugar hay juegos gigantes los baños son muy limpios, una experiencia muy bonita.","es muy hermoso el lugar las piscinas son muy limpias y con respecto al bosque muy hermoso es muy estasioso el lugar hay juegos gigantes los banios son muy limpios, una experiencia muy bonita.",['es muy hermoso el lugar las piscinas son muy limpias y con respecto al bosque muy hermoso es muy estasioso el lugar hay juegos gigantes los banios son muy limpios una experiencia muy bonita'],['ser mucho hermoso el lugar el piscina ser mucho limpio y con respecto al bosque mucho hermoso ser mucho estasioso el lugar haber juego gigante el banio ser mucho limpio uno experiencia mucho bonito']
5,"Limpió, ordenado y buena atención","limpio, ordenado y buena atencion",['limpio ordenado y buena atencion'],['limpio ordenado y buen atencion']
5,De los mejores lugares para distraerse con la familia y hacer actividades al aire libre. Simplemente genial,de los mejores lugares para distraerse con la familia y hacer actividades al aire libre. simplemente genial,"['de los mejores lugares para distraerse con la familia y hacer actividades al aire libre', 'simplemente genial']","['de el mejor lugar para distraer él con el familia y hacer actividad al aire libre', 'simplemente genial']"
2,"Instalaciones y juegos muy bonito, sin embargo la entrada al lugar es muy tedioso, demasiado tardado para entrar, las visitas de los q tienen membresia deben ir en otra cola aunque vayan con la persona titular, deberian arreglar eso","instalaciones y juegos muy bonito, sin embargo la entrada al lugar es muy tedioso, demasiado tardado para entrar, las visitas de los q tienen membresia deben ir en otra cola aunque vayan con la persona titular, deberian arreglar eso",['instalaciones y juegos muy bonito sin embargo la entrada al lugar es muy tedioso demasiado tardado para entrar las visitas de los q tienen membresia deben ir en otra cola aunque vayan con la persona titular deberian arreglar eso'],['instalación y juego mucho bonito sin embargo el entrada al lugar ser mucho tedioso demasiado tardado para entrar el visita de el q tener membresia deber ir en otro cola aunque ir con el persona titular deberiar arreglar ese']
5,Es un lugar excelente para relajarse y comer rico.,es un lugar excelente para relajarse y comer rico.,['es un lugar excelente para relajarse y comer rico'],['ser uno lugar excelente para relajar él y comer rico']
5,"Buen ambiente area verde genial para toda la familia y mascotas piscina. Mini golf, canchas poli deportivas, churrasqueras toda una experiecia con la familia y amigos","buen ambiente area verde genial para toda la familia y mascotas piscina. mini golf, canchas poli deportivas, churrasqueras toda una experiecia con la familia y amigos","['buen ambiente area verde genial para toda la familia y mascotas piscina', 'mini golf canchas poli deportivas churrasqueras toda una experiecia con la familia y amigos']","['buen ambiente areo verde genial para todo el familia y mascota piscinar', 'mini golf cancha poli deportivo churrasquera todo uno experiecia con el familia y amigo']"
4,Fui a un cumpleaños en una de sus cabañas,fui a un cumpleanios en una de sus cabanias,['fui a un cumpleanios en una de sus cabanias'],['ir a uno cumpleanio en uno de su cabania']
5,"Amplio parqueo. Piscina, areas verdes extensas, minigolf, canchas de tennis, canchas de papifutball, canchas de basket ball, ranchos, restaurantes, buena comida con precios accesibles","amplio parqueo. piscina, areas verdes extensas, minigolf, canchas de tennis, canchas de papifutball, canchas de basket ball, ranchos, restaurantes, buena comida con precios accesibles","['amplio parqueo', 'piscina areas verdes extensas minigolf canchas de tennis canchas de papifutball canchas de basket ball ranchos restaurantes buena comida con precios accesibles']","['amplio parqueo', 'piscinar area verde extenso minigolf cancha de tennis cancha de papifutball cancha de basket ball ranchos restaurante buen comida con precio accesibl']"
4,"Espere 30 minutos para entrar , es malísimo su método de ingreso para invitados","espere 30 minutos para entrar , es malisimo su metodo de ingreso para invitados",['espere 30 minutos para entrar  es malisimo su metodo de ingreso para invitados'],['esperar minuto para entrar ser malisimo su metodo de ingreso para invitado']
5,Bonito lugar ambienteagradable!! 100% recomendado,bonito lugar ambienteagradable!! 100% recomendado,"['bonito lugar ambienteagradable', '100 recomendado']","['bonito lugar ambienteagradable', 'recomendado']"
5,Un lugar ideal para estar al aire libre y compartir con la familia las diferentes opciones de deporte y picnic,un lugar ideal para estar al aire libre y compartir con la familia las diferentes opciones de deporte y picnic,['un lugar ideal para estar al aire libre y compartir con la familia las diferentes opciones de deporte y picnic'],['uno lugar ideal para estar al aire libre y compartir con el familia el diferente opción de deporte y picnic']
5,"Un lugar muy bonito y de lujo, para practicar cualquier tipo de deporte, con canchas para toda ocasión y ambiente agradable, lo recomiendo!!!","un lugar muy bonito y de lujo, para practicar cualquier tipo de deporte, con canchas para toda ocasion y ambiente agradable, lo recomiendo!!!",['un lugar muy bonito y de lujo para practicar cualquier tipo de deporte con canchas para toda ocasion y ambiente agradable lo recomiendo'],['uno lugar mucho bonito y de lujo para practicar cualquiera tipo de deporte con cancha para todo ocasion y ambiente agradable él recomeir']
4,"Excelentes instalaciones, un poco lento el ingreso, poco efectivo, la comida está rica y a buen precio, el tráfico para llegar y salir de allí es algo pesado, la carretera de ingreso un poco descuidada. Un lugar lindo para convivir en familia al aire libre y con muchas actividades con suficiente espacio para mantener distanciamiento","excelentes instalaciones, un poco lento el ingreso, poco efectivo, la comida esta rica y a buen precio, el trafico para llegar y salir de alli es algo pesado, la carretera de ingreso un poco descuidada. un lugar lindo para convivir en familia al aire libre y con muchas actividades con suficiente espacio para mantener distanciamiento","['excelentes instalaciones un poco lento el ingreso poco efectivo la comida esta rica y a buen precio el trafico para llegar y salir de alli es algo pesado la carretera de ingreso un poco descuidada', 'un lugar lindo para convivir en familia al aire libre y con muchas actividades con suficiente espacio para mantener distanciamiento']","['excelente instalación uno poco lento el ingreso poco efectivo el comida este rico y a buen precio el trafico para llegar y salir de alli ser algo pesado el carretera de ingreso uno poco descuidado', 'uno lugar lindo para convivir en familia al aire libre y con mucho actividad con suficiente espacio para mantener distanciamiento']"
2,"Que yo sepa no se puede cobrar un vaso de agua pura sea de grifo o purificada, COMO VAN A COBRAR UN VASO CO AGUA?","que yo sepa no se puede cobrar un vaso de agua pura sea de grifo o purificada, como van a cobrar un vaso co agua?",['que yo sepa no se puede cobrar un vaso de agua pura sea de grifo o purificada como van a cobrar un vaso co agua'],['que yo sepa no él poder cobrar uno vaso de agua puro ser de grifo o purificado como ir a cobrar uno vaso co agua']
1,"PÉSIMA atención al socio e invitados. Desde la entrada lo tratan muy mal, malas caras y pesados. Sólo gente abusiva atiende y en la administración no les importa. Instalaciones muy descuidadas y simples, no vale la pena.","pesima atencion al socio e invitados. desde la entrada lo tratan muy mal, malas caras y pesados. solo gente abusiva atiende y en la administracion no les importa. instalaciones muy descuidadas y simples, no vale la pena.","['pesima atencion al socio e invitados', 'desde la entrada lo tratan muy mal malas caras y pesados', 'solo gente abusiva atiende y en la administracion no les importa', 'instalaciones muy descuidadas y simples no vale la pena']","['pesimir atencion al socio e invitado', 'desde el entrada él tratar mucho mal mala cara y pesado', 'solo gente abusivo atender y en el administracion no él importar', 'instalación mucho descuidado y simple no valer el pena']"
5,"Relajante, sauna, piscina, yacuzzi, gimnasio, área verde enorme. Se puede caminar cabaña para cocinar, muy bonito, precios en restaurantes accesible","relajante, sauna, piscina, yacuzzi, gimnasio, area verde enorme. se puede caminar cabania para cocinar, muy bonito, precios en restaurantes accesible","['relajante sauna piscina yacuzzi gimnasio area verde enorme', 'se puede caminar cabania para cocinar muy bonito precios en restaurantes accesible']","['relajante sauna piscín yacuzzi gimnasio area verde enorme', 'él poder caminar cabania para cocinar mucho bonito precio en restaurante accesible']"
5,"Muy bonito lugar, seguro, agradable y muy limpio. Tiene parrilla para cocinar o se puede pedir comida al restaurante la llevan al lugar sin problema. No dejan entrar mascotas. Y las cabañas no tienen electricidad (es pagada)","muy bonito lugar, seguro, agradable y muy limpio. tiene parrilla para cocinar o se puede pedir comida al restaurante la llevan al lugar sin problema. no dejan entrar mascotas. y las cabanias no tienen electricidad (es pagada)","['muy bonito lugar seguro agradable y muy limpio', 'tiene parrilla para cocinar o se puede pedir comida al restaurante la llevan al lugar sin problema', 'no dejan entrar mascotas', 'y las cabanias no tienen electricidad es pagada']","['mucho bonito lugar seguro agradable y mucho limpio', 'tener parrilla para cocinar o él poder pedir comida al restaurante él llevar al lugar sin problema', 'no dejar entrar mascota', 'y el cabania no tener electricidad ser pagar']"
5,"Lindo lugar, seguro y con muchas actividades.","lindo lugar, seguro y con muchas actividades.",['lindo lugar seguro y con muchas actividades'],['lindar lugar seguro y con mucho actividad']
5,"Lindo lugar para compartir, área amplia para usar bicicletas, juegos infantiles, restaurante, cabañas para llevar comida y compartir con familia o amigos, amplio parqueo","lindo lugar para compartir, area amplia para usar bicicletas, juegos infantiles, restaurante, cabanias para llevar comida y compartir con familia o amigos, amplio parqueo",['lindo lugar para compartir area amplia para usar bicicletas juegos infantiles restaurante cabanias para llevar comida y compartir con familia o amigos amplio parqueo'],['lindar lugar para compartir area amplio para usar bicicleta juegos infantil restaurante cabania para llevar comida y compartir con familia o amigo amplio parqueo']
5,"Un buen lugar para pasarla muy bien, hay piscinas, canchas de tenis, basketball. Hay un tren para conocer muchas áreas de el lugar. Además hay churrasqueras para realizar un buen churrasco, pero si no llevas comida, allí puedes comprar. Es un lugar para pasarla muy bien en familia y celebrar los cumpleaños de la familia. Y si tienes vehículos de control remoto, hay una pista para divertirse y sentirse como niño quitando le los carros de control remoto a tus hijos.","un buen lugar para pasarla muy bien, hay piscinas, canchas de tenis, basketball. hay un tren para conocer muchas areas de el lugar. ademas hay churrasqueras para realizar un buen churrasco, pero si no llevas comida, alli puedes comprar. es un lugar para pasarla muy bien en familia y celebrar los cumpleanios de la familia. y si tienes vehiculos de control remoto, hay una pista para divertirse y sentirse como ninio quitando le los carros de control remoto a tus hijos.","['un buen lugar para pasarla muy bien hay piscinas canchas de tenis basketball', 'hay un tren para conocer muchas areas de el lugar', 'ademas hay churrasqueras para realizar un buen churrasco pero si no llevas comida alli puedes comprar', 'es un lugar para pasarla muy bien en familia y celebrar los cumpleanios de la familia', 'y si tienes vehiculos de control remoto hay una pista para divertirse y sentirse como ninio quitando le los carros de control remoto a tus hijos']","['uno buen lugar para pasar él mucho bien haber piscina cancha de tenis basketball', 'haber uno tren para conocer mucho area de el lugar', 'adema haber churrasquera para realizar uno buen churrasco pero si no lleva comida alli poder comprar', 'ser uno lugar para pasar él mucho bien en familia y celebrar el cumpleanio de el familia', 'y si tener vehicu él de control remoto haber uno pista para divertir él y sentir él como ninio quitar él el carro de control remoto a tu hijo']"
5,Necesitamos más lugares como estos en toda la ciudad!,necesitamos mas lugares como estos en toda la ciudad!,['necesitamos mas lugares como estos en toda la ciudad'],['necesitar mas lugar como este en todo el ciudad']
1,Más de media hora para poder entrar al parqueo,mas de media hora para poder entrar al parqueo,['mas de media hora para poder entrar al parqueo'],['mas de medio hora para poder entrar al parqueo']
3,Es muy ecológico.. Muy lindo.. La comida es muy buena pero el servicio de los meseros no es muy bueno. Deberían de capacitarlos. Al lugar le falta ventilación. Todo el lugar de la casa club es encerrado. El restaurante no tiene ni una sola ventana. Se siente un caloron porque el sauna y jacuzzi está todo en la misma casa club. Los juegos de los niños al lado del restaurante no están habilitados desde hace tiempo. Por gusto la inversión.,es muy ecologico.. muy lindo.. la comida es muy buena pero el servicio de los meseros no es muy bueno. deberian de capacitarlos. al lugar le falta ventilacion. todo el lugar de la casa club es encerrado. el restaurante no tiene ni una sola ventana. se siente un caloron porque el sauna y jacuzzi esta todo en la misma casa club. los juegos de los ninios al lado del restaurante no estan habilitados desde hace tiempo. por gusto la inversion.,"['es muy ecologico', 'muy lindo', 'la comida es muy buena pero el servicio de los meseros no es muy bueno', 'deberian de capacitarlos', 'al lugar le falta ventilacion', 'todo el lugar de la casa club es encerrado', 'el restaurante no tiene ni una sola ventana', 'se siente un caloron porque el sauna y jacuzzi esta todo en la misma casa club', 'los juegos de los ninios al lado del restaurante no estan habilitados desde hace tiempo', 'por gusto la inversion']","['ser mucho ecologico', 'mucho lindo', 'el comida ser mucho buen pero el servicio de el mesero no ser mucho bueno', 'deberiar de capacitar él', 'al lugar él faltar ventilacion', 'todo el lugar de el casa club ser encerrar', 'el restaurante no tener ni uno solo ventana', 'él sentir uno caloron porque el sauna y jacuzzi este todo en el mismo casa club', 'el juego de el ninio al lado del restaurante no estar habilitado desde hacer tiempo', 'por gusto el inversion']"
5,"Un lugar muy bello , agradable para compartir en familia y amigos","un lugar muy bello , agradable para compartir en familia y amigos",['un lugar muy bello  agradable para compartir en familia y amigos'],['uno lugar mucho bello agradable para compartir en familia y amigo']
5,"Áreas cómodas para estar en familia, ingresa socio con un máximo de 10 invitados, la piscina para no socios es de Q100.00. Un buen lugar para disfrutar con amigos o familiares","areas comodas para estar en familia, ingresa socio con un maximo de 10 invitados, la piscina para no socios es de q100.00. un buen lugar para disfrutar con amigos o familiares","['areas comodas para estar en familia ingresa socio con un maximo de 10 invitados la piscina para no socios es de q100', '00', 'un buen lugar para disfrutar con amigos o familiares']","['area comoda para estar en familia ingrés socio con uno maximo de invitado el piscina para no socio ser de', '', 'uno buen lugar para disfrutar con amigo o familiar']"
5,"Un excelente lugar para pasar un momento agradable con la familia y amigos, se pueden practicar muchos deportes bajo techo o al aire libre, juegos para niños y al final hay duchas, sauna y piscina, hay ranchos para llevar comida o varios restaurantes incluido uno al aire libre con comida típica.","un excelente lugar para pasar un momento agradable con la familia y amigos, se pueden practicar muchos deportes bajo techo o al aire libre, juegos para ninios y al final hay duchas, sauna y piscina, hay ranchos para llevar comida o varios restaurantes incluido uno al aire libre con comida tipica.",['un excelente lugar para pasar un momento agradable con la familia y amigos se pueden practicar muchos deportes bajo techo o al aire libre juegos para ninios y al final hay duchas sauna y piscina hay ranchos para llevar comida o varios restaurantes incluido uno al aire libre con comida tipica'],['uno excelente lugar para pasar uno momento agradable con el familia y amigo él poder practicar mucho deporte bajo techo o al aire libre juego para ninio y al final haber ducha saún y piscina haber rancho para llevar comida o varios restaurante incluido uno al aire libre con comida tipico']
5,"Siempre un lugar agradable en todo, solo que solo martes y jueves podemos invitar amigos, muy buena la feria de Agosto.","siempre un lugar agradable en todo, solo que solo martes y jueves podemos invitar amigos, muy buena la feria de agosto.",['siempre un lugar agradable en todo solo que solo martes y jueves podemos invitar amigos muy buena la feria de agosto'],['siempre uno lugar agradable en todo solo que solo martes y jueves poder invitar amigo mucho buen el feria de agosto']
3,"Es bonito el lugar. La localización también. Tengo algunos puntos que se pueden mejorar: 1. No hay nadie que ubique a las personas al momento de ingresar a su evento. Eso hace que se pierda tiempo. 2. No hay un mapa. Ni a la entrada ni dentro del parqueo. Es un poco engorroso ir por ahí buscando la ubicación en Google Maps. 3. Se necesita iluminación en área para niños. Increíblemente, hay eventos donde asisten niños, muchos padres de ven en los forzosa necesidad de ir caminando por los pasillos, cuando hay un área que puede ser bien aprovechada en cualquier horario. 4. El servicio de comida es excelente. Sin embargo, es deseable que compensen la comida, pues las porciones son extremadamente pequeñas para el costo que tienen. Son más caras que en IRTRA y son más pequeñas que IRTRA. Eso puede mejorarse.","es bonito el lugar. la localizacion tambien. tengo algunos puntos que se pueden mejorar: 1. no hay nadie que ubique a las personas al momento de ingresar a su evento. eso hace que se pierda tiempo. 2. no hay un mapa. ni a la entrada ni dentro del parqueo. es un poco engorroso ir por ahi buscando la ubicacion en google maps. 3. se necesita iluminacion en area para ninios. increiblemente, hay eventos donde asisten ninios, muchos padres de ven en los forzosa necesidad de ir caminando por los pasillos, cuando hay un area que puede ser bien aprovechada en cualquier horario. 4. el servicio de comida es excelente. sin embargo, es deseable que compensen la comida, pues las porciones son extremadamente pequenias para el costo que tienen. son mas caras que en irtra y son mas pequenias que irtra. eso puede mejorarse.","['es bonito el lugar', 'la localizacion tambien', 'tengo algunos puntos que se pueden mejorar 1', 'no hay nadie que ubique a las personas al momento de ingresar a su evento', 'eso hace que se pierda tiempo', '2', 'no hay un mapa', 'ni a la entrada ni dentro del parqueo', 'es un poco engorroso ir por ahi buscando la ubicacion en google maps', '3', 'se necesita iluminacion en area para ninios', 'increiblemente hay eventos donde asisten ninios muchos padres de ven en los forzosa necesidad de ir caminando por los pasillos cuando hay un area que puede ser bien aprovechada en cualquier horario', '4', 'el servicio de comida es excelente', 'sin embargo es deseable que compensen la comida pues las porciones son extremadamente pequenias para el costo que tienen', 'son mas caras que en irtra y son mas pequenias que irtra', 'eso puede mejorarse']","['ser bonito el lugar', 'el localizacion tambien', 'tener alguno punto que él poder mejorar', 'no haber nadie que ubicar a el persona al momento de ingresar a su evento', 'ese hacer que él perder tiempo', '', 'no haber uno mapa', 'ni a el entrada ni dentro del parqueo', 'ser uno poco engorroso ir por ahi buscar el ubicacion en google maps', '', 'él necesitar iluminacion en area para ninio', 'increiblemente haber evento donde asistir ninio mucho padre de ver en el forzoso necesidad de ir caminar por el pasillo cuando haber uno area que poder ser bien aprovechado en cualquiera horario', '', 'el servicio de comida ser excelente', 'sin embargo ser deseable que compensar el comida pues el porción ser extremadamente pequenia para el costo que tener', 'ser mas cara que en irtra y ser mas pequenia que irtrar', 'ese poder mejorar él']"
5,Dios mío qué lugar tan encantador los bosques los caminamientos excelente piscina que no entré pero hay tenis jacuzzis también hay saunas No ese es un lugar para pasar tres días seguidos pienso yo,dios mio que lugar tan encantador los bosques los caminamientos excelente piscina que no entre pero hay tenis jacuzzis tambien hay saunas no ese es un lugar para pasar tres dias seguidos pienso yo,['dios mio que lugar tan encantador los bosques los caminamientos excelente piscina que no entre pero hay tenis jacuzzis tambien hay saunas no ese es un lugar para pasar tres dias seguidos pienso yo'],['dio mio que lugar tanto encantador el bosque el caminamiento excelente piscina que no entre pero haber tenis jacuzzis tambien haber sauna no ese ser uno lugar para pasar tres dia seguido pensar yo']
5,"Buenas opciones de comida en diferentes cafeterías. No son restaurantes 5 estrellas pero ofrecen variedad y buenos precios. Los ambientes de diversión son variados. Naturaleza todo el tiempo, clima fresco por las tardes y caluroso a medio día.","buenas opciones de comida en diferentes cafeterias. no son restaurantes 5 estrellas pero ofrecen variedad y buenos precios. los ambientes de diversion son variados. naturaleza todo el tiempo, clima fresco por las tardes y caluroso a medio dia.","['buenas opciones de comida en diferentes cafeterias', 'no son restaurantes 5 estrellas pero ofrecen variedad y buenos precios', 'los ambientes de diversion son variados', 'naturaleza todo el tiempo clima fresco por las tardes y caluroso a medio dia']","['buena opción de comida en diferente cafeteria', 'no ser restaurante estrella pero ofrecer variedad y buen precio', 'el ambiente de diversion ser variar', 'naturaleza todo el tiempo climar fresco por el tarde y caluroso a medio dia']"
5,"Excelente, un lugar cómodo, tranquilo y muy amplio para compartir en familias y con la naturaleza","excelente, un lugar comodo, tranquilo y muy amplio para compartir en familias y con la naturaleza",['excelente un lugar comodo tranquilo y muy amplio para compartir en familias y con la naturaleza'],['excelente uno lugar comodo tranquilo y mucho amplio para compartir en familia y con el naturaleza']
5,"Un lugar muy bonito, debes de ser socio para ingresar o bien tener un conocido que te brinde pases de ingreso. Buena comida y precios muy accesibles. Excelente lugar!!","un lugar muy bonito, debes de ser socio para ingresar o bien tener un conocido que te brinde pases de ingreso. buena comida y precios muy accesibles. excelente lugar!!","['un lugar muy bonito debes de ser socio para ingresar o bien tener un conocido que te brinde pases de ingreso', 'buena comida y precios muy accesibles', 'excelente lugar']","['uno lugar mucho bonito deber de ser socio para ingresar o bien tener uno conocido que tú brindir pase de ingreso', 'buen comida y precio mucho accesibl', 'excelente lugar']"
4,Cercano oxigeno de la ciudad.,cercano oxigeno de la ciudad.,['cercano oxigeno de la ciudad'],['cercano oxigeno de el ciudad']
4,El club es un lugar ideal para descansar y compartir. Generalmente uso el jacuzzi el sauna seco y el húmedo y las piscinas. Las personas del club y los socios son amables y los precios de los alimentos accesibles y de buena calidad. Además hay parque amplio y seguro.,el club es un lugar ideal para descansar y compartir. generalmente uso el jacuzzi el sauna seco y el humedo y las piscinas. las personas del club y los socios son amables y los precios de los alimentos accesibles y de buena calidad. ademas hay parque amplio y seguro.,"['el club es un lugar ideal para descansar y compartir', 'generalmente uso el jacuzzi el sauna seco y el humedo y las piscinas', 'las personas del club y los socios son amables y los precios de los alimentos accesibles y de buena calidad', 'ademas hay parque amplio y seguro']","['el club ser uno lugar ideal para descansar y compartir', 'generalmente uso el jacuzzi el sauna seco y el humedo y el piscina', 'el persona del club y el socio ser amable y el precio de el alimento accesibl y de buen calidad', 'adema haber parque amplio y seguro']"
4,"Me encanta ir ahí, hay actividades para casi todos los gustos, piscina saunas jacuzzi caminata entre los árboles actividades especiales restaurantes canchas de tenis fútbol básquet etc etc el personal es amable y servicial y muchísimo parqueo","me encanta ir ahi, hay actividades para casi todos los gustos, piscina saunas jacuzzi caminata entre los arboles actividades especiales restaurantes canchas de tenis futbol basquet etc etc el personal es amable y servicial y muchisimo parqueo",['me encanta ir ahi hay actividades para casi todos los gustos piscina saunas jacuzzi caminata entre los arboles actividades especiales restaurantes canchas de tenis futbol basquet etc etc el personal es amable y servicial y muchisimo parqueo'],['yo encantar ir ahi haber actividad para casi todo el gusto piscinar sauna jacuzzi caminata entre el arbol actividad especial restaurante cancha de tenis futbol basquet etc etc el personal ser amable y servicial y muchisimo parqueo']
5,"Club con excelente variedad de áreas deportivas incluyendo ruta para MTB, pista para autos R/C y varias mesas tipo cabaña con churrasquera por todo el club. Ambiente sano y familiar con amenidades acuáticas y de mesa junto con un variado restaurante y bar.","club con excelente variedad de areas deportivas incluyendo ruta para mtb, pista para autos r/c y varias mesas tipo cabania con churrasquera por todo el club. ambiente sano y familiar con amenidades acuaticas y de mesa junto con un variado restaurante y bar.","['club con excelente variedad de areas deportivas incluyendo ruta para mtb pista para autos rc y varias mesas tipo cabania con churrasquera por todo el club', 'ambiente sano y familiar con amenidades acuaticas y de mesa junto con un variado restaurante y bar']","['club con excelente variedad de area deportivo incluir ruta para mtb pista para auto rc y varios mesa tipo cabania con churrasquera por todo el club', 'ambiente sano y familiar con amenidad acuatica y de mesa junto con uno variado restaurante y bar']"
1,"La temperatura que le ponen al jacuzzi es muy elevada, sugiero que se la bajen. A causa de eso no dan ganas de volver a usarlo. Las regaderas de los baños deberían renovarse, pues las que están me parecen muy viejas, parecen pichachas de regar flores.","la temperatura que le ponen al jacuzzi es muy elevada, sugiero que se la bajen. a causa de eso no dan ganas de volver a usarlo. las regaderas de los banios deberian renovarse, pues las que estan me parecen muy viejas, parecen pichachas de regar flores.","['la temperatura que le ponen al jacuzzi es muy elevada sugiero que se la bajen', 'a causa de eso no dan ganas de volver a usarlo', 'las regaderas de los banios deberian renovarse pues las que estan me parecen muy viejas parecen pichachas de regar flores']","['el temperatura que él poner al jacuzzi ser mucho elevado sugerir que él él bajen', 'a causa de ese no dar gana de volver a usar él', 'el regadera de el banio deberiar renovar él pues el que estar yo parecer mucho viejo parecer pichacha de regar flor']"
